,GCF_000956175.1_ASM95617v1,GCF_013407145.1_ASM1340714v1,GCF_000018465.1_ASM1846v1,GCF_013407165.1_ASM1340716v1,GCF_000875775.1_ASM87577v1,GCF_000007225.1_ASM722v1,GCF_000016385.1_ASM1638v1,GCF_000015805.1_ASM1580v1,GCF_000234805.1_ASM23480v1,GCF_000019805.1_ASM1980v1,GCF_900095295.1_MCBB,GCF_001458655.1_Mb9,GCF_000191585.1_ASM19158v1,GCF_000214725.1_ASM21472v1,GCF_002813695.1_ASM281369v1,GCF_000739065.1_ASM73906v1,GCF_000023985.1_ASM2398v1,GCF_000092305.1_ASM9230v1,GCF_000091665.1_ASM9166v1,GCF_000024625.1_ASM2462v1,GCF_000023965.1_ASM2396v1,GCF_000011085.1_ASM1108v1,GCF_018200015.1_ASM1820001v1,GCF_002844335.1_ASM284433v1,GCF_000007185.1_ASM718v1,GCF_000007065.1_ASM706v1,GCF_000969885.1_ASM96988v1,GCF_000969905.1_ASM96990v1,GCF_001304615.2_ASM130461v2,GCF_000970265.1_ASM97026v1,GCF_000195935.2_ASM19593v2,GCF_008245085.1_ASM824508v1,GCF_000011105.1_ASM1110v1,GCF_001577775.1_ASM157777v1,GCF_000215995.1_ASM21599v1,GCF_000800805.1_ASM80080v1,GCF_900090055.1_C.divulgatum_PM4,GCF_000152265.2_ASM15226v2,GCF_000008265.1_ASM826v1,GCF_000195915.1_ASM19591v1,GCF_000582535.1_ASM58253v1,GCF_000281235.1_ASM28123v1,GCF_018024475.1_ASM1802447v1,GCF_000026205.1_ASM2620v1,GCF_003640545.1_ASM364054v1,GCF_000734035.1_ASM73403v1,GCF_000025285.1_ASM2528v1,GCF_000385565.1_ASM38556v1,GCF_000194625.1_ASM19462v1,GCF_000025505.1_ASM2550v1,Genes,Z-DNAs,Z-DNAs_in_promoter,Genes_with_Z-DNAs_in_promoter,Max_zh-score,Average_zh-score,functions
4209,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_079891026.1,WP_004966653.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,4,1,1,3858.662,1882.99725,FAD binding domain-containing protein
4210,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_117614917.1,WP_004965415.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,1,1,5652.202,3218.0125000000003,hypothetical protein
4211,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_117614924.1,WP_004967098.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,1,1,1,3104.952,3104.952,HNH endonuclease
4212,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_117614934.1,WP_004966828.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,1,0,0,1116.621,1116.621,hypothetical protein
4213,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_117614935.1,WP_049919475.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,13,2,2,2752.447,1374.3210153846155,ATP-binding protein
4214,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_137440596.1,WP_211552549.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,0,0,3428.529,2486.482,hypothetical protein
4215,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_137440602.1,WP_004966690.1,WP_101351809.1,*,*,*,WP_048118555.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,13,0,0,18180.95,3630.0321076923074,hypothetical protein
4216,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_137440627.1,WP_152418966.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,1,0,0,2183.574,2183.574,hypothetical protein
4217,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_160164319.1,WP_160164319.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,2,2,2962.843,2962.843,hypothetical protein
4218,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_160164320.1,WP_160164320.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,0,0,0,-1.0,0.0,hypothetical protein
4219,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_160164335.1,WP_160164335.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,1,1,883.5764,863.91245,hypothetical protein
4220,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_160164339.1,WP_160164339.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,5,2,2,3403.051,1276.9371999999998,hypothetical protein
4221,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_160164348.1,WP_160164348.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,1,1,1,1512.188,1512.188,hypothetical protein
4222,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_164734732.1,WP_164734732.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,0,0,0,-1.0,0.0,hypothetical protein
4223,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_164734765.1,WP_160164313.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,3,2,2,1090.564,960.6372,hypothetical protein
4224,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_164734791.1,WP_160164338.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,1,1,1,883.5764,883.5764,hypothetical protein
4225,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_165896476.1,WP_004962448.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,0,0,883.5764,883.5764,hypothetical protein
4226,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_165896843.1,WP_164734771.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,0,0,0,-1.0,0.0,hypothetical protein
4227,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_167467394.1,WP_167467394.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,1,1,1,835.4928,835.4928,hypothetical protein
4228,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_170221547.1,WP_155120731.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,1,0,0,650.9198,650.9198,hypothetical protein
4229,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_170221557.1,WP_160164318.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,1,1,1,1034.114,1034.114,hypothetical protein
4230,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_171814222.1,WP_004966471.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,2,2,883.5764,833.6997,hypothetical protein
4231,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_229380413.1,WP_229380413.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,4,0,0,2883.764,1811.857,anion permease
4232,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_229380461.1,WP_229380461.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,0,0,0,-1.0,0.0,hypothetical protein
4233,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_229380462.1,WP_229380462.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,1,0,0,883.5764,883.5764,helix-turn-helix domain-containing protein
4234,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_229380468.1,WP_229380468.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,15,1,1,8156.898,1920.4497333333336,PAS domain S-box protein
4235,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_229380508.1,WP_229380508.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,1,1,1,49376.54,49376.54,hypothetical protein
4236,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_232508502.1,WP_229380507.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,5,0,0,8323.257,2973.85548,hypothetical protein
4237,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_232508503.1,WP_229380509.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,18,1,1,8697.46,1884.8974833333336,major cell surface glycoprotein
4238,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_232508505.1,WP_229380497.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,0,0,0,-1.0,0.0,hypothetical protein
4239,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_232508515.1,WP_004965395.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,5,0,0,1273.964,978.92572,class I SAM-dependent methyltransferase
4240,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_232508519.1,WP_229380489.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,1,1,2492.419,1736.6153,Mov34/MPN/PAD-1 family protein
4241,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_232508537.1,WP_229380406.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,0,0,0,-1.0,0.0,hypothetical protein
4242,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_232508547.1,WP_229380394.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,3,0,0,2943.461,1570.2046,hypothetical protein
4243,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_232508549.1,WP_004962560.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,3,0,0,1030.205,997.2760666666668,TAXI family TRAP transporter solute-binding subunit
4244,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_232508552.1,WP_229380401.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,0,0,0,-1.0,0.0,hypothetical protein
4245,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_232508561.1,WP_229380432.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,0,0,883.5764,883.5764,M48 family metalloprotease
4246,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_232508571.1,WP_229380426.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,0,0,17718.99,9376.1605,hypothetical protein
4247,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_232508576.1,WP_004958727.1,WP_101351275.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,4,0,0,3428.529,1532.2149250000002,hypothetical protein
4248,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_232508583.1,WP_229380463.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,8,2,2,3428.529,1430.0792,hypothetical protein
4249,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_232508585.1,WP_229380465.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,1,0,0,980.8116,980.8116,hypothetical protein
4250,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_232508586.1,"WP_004966181.1,WP_004966429.1",WP_232794596.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,6,3,3,1248.717,945.1699166666668,hypothetical protein
4251,WP_052661898.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_232508589.1,WP_229380479.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_052358762.1,*,*,*,*,4,1,0,0,647.1384,647.1384,ATP-binding protein
4252,*,*,*,*,*,*,*,*,*,*,*,WP_048072869.1,*,*,*,*,*,*,*,*,*,WP_232508590.1,WP_229380480.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,4,2,2,18180.95,5382.82685,GNAT family N-acetyltransferase
4253,*,*,*,*,*,*,WP_011899530.1,WP_011848699.1,*,*,*,*,*,*,WP_240005798.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_048112091.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,1,0,0,783.823,783.823,ORC1-type DNA replication protein
4254,*,*,*,*,*,*,WP_011900042.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_021789331.1,WP_009887024.1,WP_011177311.1,WP_048161582.1,*,*,*,*,*,*,*,*,*,*,5,4,1,1,1030.205,777.361675,FAD-binding protein
4255,*,*,*,*,*,WP_128867270.1,WP_011900158.1,WP_011849215.1,WP_014290050.1,WP_012350003.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_009886939.1,WP_153274116.1,*,*,*,*,*,*,*,*,*,*,*,7,1,0,0,883.5764,883.5764,MFS transporter
4256,*,*,WP_012215628.1,*,*,*,WP_011900472.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,0,0,0,-1.0,0.0,SMC family ATPase
4257,*,*,*,*,*,WP_011008758.1,WP_011900696.1,WP_011850118.1,WP_014289039.1,WP_012349707.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5,4,1,1,3738.179,1944.817475,uroporphyrinogen-III C-methyltransferase
4258,*,*,*,*,*,*,WP_011900755.1,*,*,WP_012349757.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,1,1,980.8116,932.194,iron ABC transporter permease
4259,*,*,*,*,*,*,WP_011900775.1,*,*,*,WP_171899148.1,*,*,*,WP_100904553.1,*,*,*,*,*,*,WP_011222470.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,5,1,1,1430.8,1046.59574,"ribbon-helix-helix protein, CopG family"
4260,*,*,*,*,*,*,WP_011900871.1,*,*,*,*,WP_060537439.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_048119670.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,2,0,0,13072.54,6863.1558,aspartate aminotransferase family protein
4261,*,*,*,*,*,WP_226976101.1,WP_011901153.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,1,1,1,883.5764,883.5764,CPBP family intramembrane metalloprotease
4262,*,*,*,*,*,*,WP_011901249.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_011019012.1,*,*,*,*,*,*,*,*,WP_068324749.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,8,0,0,6565.992,2294.5587,geranylgeranylglyceryl/heptaprenylglyceryl phosphate synthase
4263,*,*,*,*,*,*,WP_011901365.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_010868515.1,WP_011012157.1,WP_010884739.1,WP_068321644.1,WP_013905779.1,*,*,*,*,*,*,*,*,*,*,*,*,WP_015590071.1,WP_013684369.1,WP_012965223.1,9,2,1,1,13713.99,7225.06755,metallophosphoesterase
4264,*,*,*,*,*,*,WP_011901511.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_048111516.1,*,*,WP_011177712.1,*,*,*,*,*,*,*,*,*,*,*,3,1,0,0,778.6195,778.6195,3-isopropylmalate dehydratase small subunit
4265,*,*,*,*,*,WP_011008396.1,WP_011901554.1,WP_011848895.1,WP_148682599.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,1,1,1,883.5764,883.5764,CBS domain-containing protein
4266,*,*,*,*,*,WP_011007087.1,WP_011901644.1,WP_011849040.1,WP_148682718.1,WP_012350425.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_077075957.1,WP_009887896.1,WP_011176901.1,WP_010901572.1,*,*,*,*,*,*,*,*,*,*,9,2,0,0,883.5764,825.0998,MFS transporter
4267,*,*,*,*,*,*,WP_128622167.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_015591311.1,*,*,2,1,0,0,546.8554,546.8554,NADH-quinone oxidoreductase subunit NuoI
4268,*,*,*,*,*,WP_011009345.1,WP_128622221.1,WP_011848855.1,*,WP_012350588.1,*,*,WP_013645318.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_015590345.1,*,*,6,2,0,0,980.8116,873.7174,MBL fold metallo-hydrolase
4269,*,*,*,*,*,*,WP_128622300.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_021789719.1,*,*,*,*,*,*,*,*,*,*,*,*,*,2,1,1,1,2091.083,2091.083,HAD-IA family hydrolase
4270,*,*,*,*,*,WP_011008748.1,*,*,*,*,"WP_071905855.1,WP_071905894.1","WP_048073024.1,WP_048073061.1","WP_013645973.1,WP_013646018.1","WP_013824735.1,WP_013824767.1","WP_100904998.1,WP_100909564.1,WP_100909600.1",WP_048201082.1,WP_015791059.1,WP_013099509.1,WP_010869641.1,WP_015733533.1,*,*,*,*,WP_011019096.1,WP_011035076.1,WP_048166721.1,WP_048116514.1,WP_054298005.1,WP_048126648.1,WP_048146566.1,WP_011012908.1,WP_010885733.1,WP_068323472.1,WP_013904996.1,WP_048111880.1,*,*,*,*,*,*,*,*,*,WP_010877977.1,*,*,*,*,30,3,2,2,980.8116,685.0341333333332,ferredoxin family protein
4271,*,*,*,*,*,*,WP_011900853.1,WP_011849785.1,*,*,*,*,*,WP_013824833.1,*,WP_048201517.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_013905649.1,WP_048111888.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,6,4,0,0,13713.99,5283.865650000001,class I SAM-dependent methyltransferase
4272,*,*,*,*,*,*,*,*,*,*,WP_071907826.1,WP_048072779.1,*,WP_013824894.1,*,WP_048201403.1,WP_015790802.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5,1,1,1,883.5764,883.5764,ABC transporter ATP-binding protein
4273,*,*,*,*,*,*,*,*,*,*,WP_071906311.1,WP_048071851.1,WP_013645664.1,WP_013825082.1,WP_100904842.1,WP_048201594.1,WP_015791935.1,*,*,WP_048196774.1,*,*,*,*,*,WP_015411129.1,WP_048166920.1,*,WP_054299344.1,*,*,*,*,*,*,WP_238603115.1,*,*,*,*,*,*,*,*,*,*,*,WP_015589894.1,*,*,13,2,0,0,3428.529,2079.90665,CBS domain-containing protein
4274,*,*,*,*,*,*,*,*,*,*,WP_071906338.1,WP_048071872.1,WP_013645641.1,WP_013825109.1,WP_100904869.1,WP_048202357.1,WP_015791265.1,WP_013100749.1,WP_064496518.1,WP_048196944.1,*,*,*,*,WP_011019577.1,WP_048036652.1,WP_048166396.1,WP_048120853.1,WP_054298694.1,WP_048125949.1,*,*,WP_010885790.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,17,11,1,1,3428.529,1318.2843454545457,homocitrate synthase family protein
4275,*,*,*,*,*,*,*,*,*,*,WP_071906495.1,*,WP_013644709.1,WP_013825238.1,*,*,*,*,*,*,*,*,*,*,*,WP_011035045.1,*,WP_048120590.1,*,"WP_048125675.1,WP_232308502.1",*,*,*,*,*,WP_048112290.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,8,5,0,0,3249.007,1462.6209599999995,type I restriction-modification system subunit M
4276,WP_048118661.1,*,WP_148680152.1,*,WP_148702580.1,*,*,*,*,*,WP_071906506.1,WP_048073504.1,WP_013645483.1,WP_013825254.1,WP_100906571.1,WP_048201880.1,*,WP_013100616.1,WP_010869805.1,WP_015733294.1,*,WP_004594614.1,*,*,*,WP_011034278.1,WP_048166742.1,WP_048120482.1,WP_054298127.1,WP_048124992.1,*,WP_014835416.1,*,*,WP_013905624.1,*,*,*,*,*,*,*,*,*,*,WP_231487513.1,WP_012940671.1,WP_015590288.1,"WP_013683032.1,WP_013683913.1",WP_048086714.1,26,2,0,0,1038.827,1009.4495,MJ0307 family thioredoxin
4277,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_013825270.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_015590275.1,*,*,2,0,0,0,-1.0,0.0,phosphatase PAP2 family protein
4278,*,*,*,*,*,*,*,*,*,*,*,*,WP_013645212.1,WP_013825381.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,0,0,0,-1.0,0.0,hypothetical protein
4279,*,WP_179360409.1,*,WP_179362318.1,WP_148702966.1,*,*,*,*,*,WP_071906760.1,WP_048085235.1,WP_013644794.1,WP_013825536.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_012965364.1,8,0,0,0,-1.0,0.0,ABC transporter substrate-binding protein
4280,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_013825556.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_011177648.1,*,*,*,*,*,*,*,*,*,*,*,2,0,0,0,-1.0,0.0,tetratricopeptide repeat protein
4281,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_013825667.1,*,*,*,*,*,*,*,*,*,*,*,*,WP_181952205.1,WP_232316185.1,WP_054297913.1,WP_048128808.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5,0,0,0,-1.0,0.0,ABC transporter ATP-binding protein
4282,*,*,*,*,*,WP_011007823.1,WP_128622127.1,WP_011850054.1,WP_014289822.1,WP_012349637.1,*,*,*,WP_013825709.1,*,*,*,*,*,*,WP_015761983.1,*,*,*,*,*,*,*,*,*,WP_010867641.1,WP_011012921.1,WP_010885719.1,WP_068323507.1,WP_013904998.1,*,*,*,*,*,*,*,*,*,*,*,WP_012939583.1,WP_015591699.1,*,*,14,9,4,4,3403.051,1527.6981666666668,metal ABC transporter permease
4283,*,*,*,*,*,*,*,*,*,*,WP_071906970.1,WP_060537789.1,*,WP_013825884.1,*,*,WP_015791082.1,*,WP_010870581.1,*,*,*,*,*,*,*,*,WP_232316214.1,*,*,*,WP_011012507.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,7,0,0,0,-1.0,0.0,glycosyltransferase
4284,WP_048116219.1,WP_179360022.1,WP_012215186.1,WP_179361912.1,WP_148703438.1,*,*,*,*,*,*,*,*,WP_013825979.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,6,1,0,0,766.6232,766.6232,50S ribosomal protein L29
4285,*,*,*,*,*,*,*,*,*,*,WP_071907187.1,WP_060537930.1,WP_013644498.1,WP_013826103.1,WP_100909250.1,WP_048201143.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_013906475.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,7,0,0,0,-1.0,0.0,glycosyltransferase family 2 protein
4286,*,*,WP_187146546.1,*,*,*,*,*,*,*,*,*,*,WP_013826252.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,1,0,0,2183.574,2183.574,TIM barrel protein
4287,*,*,*,*,*,*,*,WP_193322625.1,WP_014288913.1,*,WP_071908057.1,*,*,WP_013826418.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,1,0,0,783.823,783.823,4Fe-4S dicluster domain-containing protein
